name,ngram,textfreq,corpfreq,diff,diffsum,length, ngram,etc
fragments of psalms psalm 102.txt,an,0.01900238,0.01912302,0.00012064,0.00012064,842,de,0.01900238,0.01264649,0.00635589,0.00647653,842,ne,0.01781473,0.01321248,0.00460224,0.01107878,842,in,0.01781473,0.00691479,0.01089994,0.02197872,842,ea,0.01662708,0.01641587,0.00021121,0.02218993,842,,qui,0.00831354,2.457e-05,0.00828897,0.00828897,842,eal,0.00712589,0.00406614,0.00305976,0.01134873,842,min,0.00593824,0.00111529,0.00482295,0.01617168,842,nes,0.00593824,0.00231705,0.00362119,0.01979288,842,emi,0.00593824,0.00095119,0.00498705,0.02477993,842,,amea,0.00356295,6.78e-05,0.00349514,0.00349514,842,eall,0.00356295,0.00131575,0.0022472,0.00574234,842,dequ,0.00356295,2.95e-06,0.00356,0.00930234,842,equi,0.00356295,6.88e-06,0.00355607,0.01285841,842,eþin,0.00356295,0.00026629,0.00329665,0.01615506,842,,
fragments of psalms psalm 118.txt,an,0.01794872,0.01912302,0.0011743,0.0011743,390,tu,0.01538462,0.00158106,0.01380356,0.01497786,390,um,0.01538462,0.00870711,0.0066775,0.02165537,390,ne,0.01538462,0.01321248,0.00217213,0.0238275,390,ui,0.01282051,0.00026236,0.01255815,0.03638565,390,,and,0.00769231,0.00435306,0.00333924,0.00333924,390,for,0.00769231,0.00237109,0.00532121,0.00866046,390,atu,0.00512821,0.0001356,0.0049926,0.01365306,390,tua,0.00512821,3.832e-05,0.00508988,0.01874294,390,ele,0.00512821,0.00093154,0.00419667,0.02293961,390,,atua,0.00512821,3.93e-06,0.00512427,0.00512427,390,equi,0.00512821,6.88e-06,0.00512133,0.0102456,390,efor,0.00512821,0.00069472,0.00443348,0.01467908,390,uiue,0.0025641,1.97e-06,0.00256214,0.01724122,390,iuet,0.0025641,9.8e-07,0.00256312,0.01980434,390,,
fragments of psalms psalm 121.txt,um,0.03448276,0.00870711,0.02577565,0.02577565,145,in,0.02758621,0.00691479,0.02067142,0.04644707,145,tu,0.02758621,0.00158106,0.02600515,0.07245222,145,nu,0.02068966,0.00266588,0.01802377,0.09047599,145,et,0.02068966,0.00297836,0.01771129,0.10818728,145,,inu,0.02068966,0.00039895,0.02029071,0.02029071,145,num,0.0137931,0.00133933,0.01245377,0.03274448,145,sta,0.0137931,0.001075,0.0127181,0.04546258,145,tan,0.0137931,0.0018051,0.01198801,0.05745059,145,and,0.0137931,0.00435306,0.00944004,0.06689063,145,,inum,0.0137931,0.0003567,0.01343641,0.01343641,145,stan,0.0137931,0.00057582,0.01321728,0.02665369,145,tand,0.0137931,0.00031936,0.01347375,0.04012744,145,fiat,0.00689655,4.91e-06,0.00689164,0.04701907,145,iatp,0.00689655,9.8e-07,0.00689557,0.05391464,145,,
fragments of psalms psalm 139.txt,me,0.03076923,0.00548407,0.02528516,0.02528516,130,in,0.03076923,0.00691479,0.02385444,0.0491396,130,ne,0.03076923,0.01321248,0.01755675,0.06669635,130,er,0.02307692,0.00663081,0.01644612,0.08314246,130,em,0.02307692,0.0043737,0.01870322,0.10184569,130,,eme,0.01538462,0.00108679,0.01429782,0.01429782,130,omi,0.01538462,0.00011497,0.01526965,0.02956747,130,min,0.01538462,0.00111529,0.01426933,0.0438368,130,ine,0.01538462,0.00140025,0.01398436,0.05782116,130,ram,0.01538462,0.00036161,0.01502301,0.07284417,130,,omin,0.01538462,5.306e-05,0.01533155,0.01533155,130,mine,0.01538462,0.00033901,0.01504561,0.03037716,130,erip,0.00769231,2.95e-06,0.00768936,0.03806652,130,ripe,0.00769231,3.537e-05,0.00765693,0.04572345,130,ipem,0.00769231,1.081e-05,0.0076815,0.05340495,130,,
fragments of psalms psalm 140.txt,in,0.02793296,0.00691479,0.02101817,0.02101817,179,ne,0.02234637,0.01321248,0.00913389,0.03015206,179,re,0.02234637,0.00995112,0.01239524,0.0425473,179,tu,0.01675978,0.00158106,0.01517872,0.05772602,179,mi,0.01675978,0.00399539,0.01276439,0.07049041,179,,min,0.01675978,0.00111529,0.01564449,0.01564449,179,ine,0.01117318,0.00140025,0.00977293,0.02541742,179,inc,0.01117318,0.00037733,0.01079585,0.03621327,179,cen,0.01117318,0.00059744,0.01057574,0.04678902,179,reg,0.01117318,0.00061218,0.010561,0.05735002,179,,mine,0.01117318,0.00033901,0.01083418,0.01083418,179,diri,0.00558659,4.91e-06,0.00558168,0.01641586,179,irig,0.00558659,6.88e-06,0.00557971,0.02199557,179,riga,0.00558659,3.931e-05,0.00554729,0.02754286,179,igat,0.00558659,2.95e-06,0.00558364,0.0331265,179,,
fragments of psalms psalm 19.txt,in,0.02298851,0.00691479,0.01607372,0.01607372,174,te,0.02298851,0.00758593,0.01540258,0.0314763,174,um,0.01724138,0.00870711,0.00853427,0.04001057,174,ge,0.01724138,0.01592455,0.00131683,0.0413274,174,ri,0.01724138,0.00395608,0.0132853,0.05461269,174,,dri,0.01149425,0.00100523,0.01048902,0.01048902,174,rih,0.01149425,0.0010583,0.01043596,0.02092498,174,iht,0.01149425,0.00216769,0.00932656,0.03025154,174,hte,0.01149425,0.00219324,0.00930102,0.03955256,174,ten,0.01149425,0.00146805,0.0100262,0.04957876,174,,drih,0.01149425,0.00082836,0.01066589,0.01066589,174,riht,0.01149425,0.00105142,0.01044284,0.02110873,174,ihte,0.01149425,0.00093448,0.01055977,0.0316685,174,hten,0.01149425,0.00085587,0.01063838,0.04230688,174,tenc,0.01149425,4.422e-05,0.01145003,0.05375691,174,,
fragments of psalms psalm 24.txt,mi,0.01831502,0.00399539,0.01431963,0.01431963,819,em,0.01831502,0.0043737,0.01394132,0.02826095,819,me,0.01831502,0.00548407,0.01283094,0.0410919,819,as,0.01709402,0.00468716,0.01240686,0.05349875,819,in,0.01709402,0.00691479,0.01017923,0.06367798,819,,min,0.00854701,0.00111529,0.00743172,0.00743172,819,tua,0.00610501,3.832e-05,0.00606668,0.0134984,819,ine,0.00610501,0.00140025,0.00470475,0.01820316,819,emi,0.00610501,0.00095119,0.00515382,0.02335698,819,eme,0.00610501,0.00108679,0.00501821,0.02837519,819,,mine,0.004884,0.00033901,0.004545,0.004545,819,domi,0.003663,4.127e-05,0.00362173,0.00816673,819,omin,0.003663,5.306e-05,0.00360994,0.01177667,819,ceme,0.003663,1.67e-05,0.0036463,0.01542297,819,drih,0.003663,0.00082836,0.00283464,0.01825761,819,,
fragments of psalms psalm 27.txt,um,0.01992032,0.00870711,0.01121321,0.01121321,251,et,0.01992032,0.00297836,0.01694196,0.02815517,251,al,0.01593625,0.00628001,0.00965625,0.03781141,251,in,0.01593625,0.00691479,0.00902147,0.04683288,251,do,0.01195219,0.00355615,0.00839604,0.05522892,251,,uum,0.00796813,1.572e-05,0.00795241,0.00795241,251,edi,0.00796813,0.00010711,0.00786102,0.01581343,251,eos,0.00796813,0.00041762,0.00755051,0.02336393,251,ete,0.00796813,0.00051097,0.00745716,0.03082109,251,num,0.00796813,0.00133933,0.0066288,0.03744989,251,,riht,0.00796813,0.00105142,0.00691671,0.00691671,251,salu,0.00398406,2.064e-05,0.00396343,0.01088014,251,aluu,0.00398406,3.93e-06,0.00398013,0.01486027,251,luum,0.00398406,2.95e-06,0.00398112,0.01884139,251,uumf,0.00398406,1.97e-06,0.0039821,0.02282349,251,,
fragments of psalms psalm 32.txt,mi,0.02649007,0.00399539,0.02249468,0.02249468,151,er,0.02649007,0.00663081,0.01985926,0.04235394,151,we,0.02649007,0.00656497,0.0199251,0.06227904,151,in,0.01986755,0.00691479,0.01295276,0.0752318,151,ia,0.01324503,0.00106517,0.01217986,0.08741166,151,,iat,0.01324503,1.277e-05,0.01323226,0.01323226,151,per,0.01324503,5.011e-05,0.01319492,0.02642718,151,ewe,0.01324503,0.0012843,0.01196073,0.03838791,151,iht,0.01324503,0.00216769,0.01107734,0.04946525,151,fia,0.00662252,8.352e-05,0.00653899,0.05600425,151,,fiat,0.00662252,4.91e-06,0.0066176,0.0066176,151,iatm,0.00662252,9.8e-07,0.00662153,0.01323914,151,atmi,0.00662252,8.84e-06,0.00661367,0.01985281,151,tmis,0.00662252,3.93e-06,0.00661859,0.0264714,151,mise,0.00662252,1.572e-05,0.00660679,0.03307819,151,,
fragments of psalms psalm 34.txt,me,0.02321083,0.00548407,0.01772676,0.01772676,517,nd,0.01934236,0.01238511,0.00695725,0.02468401,517,an,0.01547389,0.01912302,0.00364913,0.02833314,517,on,0.01547389,0.01616333,0.00068944,0.02902258,517,um,0.01547389,0.00870711,0.00676678,0.03578936,517,,ame,0.00773694,0.00057975,0.00715719,0.00715719,517,and,0.00773694,0.00435306,0.00338388,0.01054107,517,min,0.00580271,0.00111529,0.00468742,0.01522849,517,don,0.00580271,0.00183359,0.00396911,0.0191976,517,feo,0.00580271,0.00100916,0.00479354,0.02399115,517,,dica,0.00386847,7.86e-06,0.00386061,0.00386061,517,mine,0.00386847,0.00033901,0.00352946,0.00739007,517,ntes,0.00386847,8.84e-06,0.00385963,0.0112497,517,tesm,0.00386847,3.144e-05,0.00383703,0.01508673,517,esme,0.00386847,7.075e-05,0.00379772,0.01888445,517,,
