name,ngram,textfreq,corpfreq,diff,diffsum,length, ngram,etc
a mother's fears.txt,eal,0.00889383,0.00406614,0.00482769,0.00482769,3598,ond,0.00806003,0.00331933,0.0047407,0.00956839,3598,sum,0.00750417,0.00057288,0.00693129,0.01649969,3598,sce,0.00639244,0.00172256,0.00466988,0.02116957,3598,eor,0.00611451,0.00432457,0.00178994,0.02295951,3598,
a prayer.txt,and,0.00857143,0.00435306,0.00421836,0.00421836,2800,iht,0.0075,0.00216769,0.00533231,0.00955068,2800,ear,0.00642857,0.00363574,0.00279283,0.01234351,2800,eal,0.00571429,0.00406614,0.00164815,0.01399166,2800,hte,0.00535714,0.00219324,0.00316391,0.01715556,2800,
a proverb from winfrid's time.txt,oft,0.01515152,0.00032427,0.01482725,0.01482725,66,ftd,0.01515152,1.769e-05,0.01513383,0.02996107,66,tda,0.01515152,7.86e-06,0.01514365,0.04510473,66,dae,0.01515152,2.358e-05,0.01512793,0.06023266,66,aed,0.01515152,5.9e-06,0.01514562,0.07537828,66,
a summons to prayer.txt,ege,0.0060423,0.0032309,0.0028114,0.0028114,993,and,0.0060423,0.00435306,0.00168923,0.00450063,993,reg,0.00503525,0.00061218,0.00442307,0.0089237,993,nne,0.0040282,0.00276513,0.00126307,0.01018677,993,uir,0.0040282,1.081e-05,0.00401739,0.01420415,993,
aldhelm.txt,eal,0.00875657,0.00406614,0.00469043,0.00469043,571,nus,0.00700525,0.0001926,0.00681266,0.01150309,571,sce,0.00700525,0.00172256,0.0052827,0.01678579,571,iam,0.00700525,3.439e-05,0.00697086,0.02375665,571,ten,0.00700525,0.00146805,0.0055372,0.02929385,571,
alms-giving.txt,eor,0.00946372,0.00432457,0.00513915,0.00513915,317,eþe,0.00630915,0.00112806,0.00518109,0.01032024,317,þeh,0.00630915,0.00049132,0.00581783,0.01613807,317,him,0.00630915,0.00166851,0.00464064,0.02077871,317,nna,0.00630915,0.00079888,0.00551027,0.02628898,317,
an exhortation to christian living.txt,and,0.00938151,0.00435306,0.00502845,0.00502845,2878,eal,0.00625434,0.00406614,0.00218821,0.00721666,2878,þæt,0.00625434,0.00309922,0.00315512,0.01037178,2878,eþæ,0.00486449,0.00131575,0.00354874,0.01392052,2878,nes,0.0038221,0.00231705,0.00150505,0.01542557,2878,
andreas.txt,eor,0.00426914,0.00432457,5.543e-05,5.543e-05,60668,ond,0.00403837,0.00331933,0.00071904,0.00077447,60668,eon,0.00356036,0.00307662,0.00048374,0.00125821,60668,ege,0.00316477,0.0032309,6.613e-05,0.00132434,60668,ear,0.0031318,0.00363574,0.00050394,0.00182828,60668,
azarias.txt,ond,0.01039227,0.00331933,0.00707294,0.00707294,6832,eor,0.00468384,0.00432457,0.00035927,0.00743221,6832,end,0.00453747,0.00237404,0.00216343,0.00959564,6832,eon,0.00395199,0.00307662,0.00087537,0.01047101,6832,nde,0.00365925,0.00284177,0.00081748,0.01128848,6832,
bede's death song west saxon version.txt,orþ,0.01226994,0.00071339,0.01155655,0.01155655,163,rþe,0.01226994,0.00017884,0.0120911,0.02364765,163,ter,0.01226994,0.00083819,0.01143175,0.0350794,163,nne,0.01226994,0.00276513,0.00950481,0.04458421,163,ehi,0.01226994,0.00130592,0.01096402,0.05554823,163,
beowulf.txt,eal,0.00445104,0.00406614,0.0003849,0.0003849,111210,eor,0.00413632,0.00432457,0.00018825,0.00057315,111210,ond,0.00408237,0.00331933,0.00076303,0.00133618,111210,ear,0.00407337,0.00363574,0.00043763,0.00177382,111210,ege,0.00333603,0.0032309,0.00010513,0.00187895,111210,
caedmon's hymn west saxon version.txt,ear,0.01328904,0.00363574,0.00965329,0.00965329,301,ard,0.00996678,0.00101703,0.00894975,0.01860305,301,hte,0.00996678,0.00219324,0.00777354,0.02637659,301,iht,0.00996678,0.00216769,0.00779909,0.03417568,301,nhe,0.00664452,0.00098853,0.00565599,0.03983167,301,
christ a b c.txt,ond,0.006116,0.00331933,0.00279667,0.00279667,60170,eor,0.00442081,0.00432457,9.624e-05,0.00289291,60170,ear,0.0040718,0.00363574,0.00043605,0.00332897,60170,þæt,0.00363969,0.00309922,0.00054046,0.00386943,60170,eon,0.00352335,0.00307662,0.00044673,0.00431616,60170,
christ and satan.txt,and,0.00632718,0.00435306,0.00197412,0.00197412,26236,þæt,0.00430706,0.00309922,0.00120783,0.00318195,26236,iht,0.00346852,0.00216769,0.00130083,0.00448278,26236,hte,0.00346852,0.00219324,0.00127528,0.00575806,26236,ear,0.00308736,0.00363574,0.00054838,0.00630644,26236,
daniel.txt,and,0.00580299,0.00435306,0.00144992,0.00144992,27572,þæt,0.00438851,0.00309922,0.00128929,0.00273921,27572,ode,0.00391702,0.00226006,0.00165696,0.00439617,27572,ear,0.00355433,0.00363574,8.141e-05,0.00447758,27572,eor,0.00344552,0.00432457,0.00087904,0.00535663,27572,
deor.txt,þæt,0.00983146,0.00309922,0.00673224,0.00673224,1424,deþ,0.00702247,0.00080871,0.00621376,0.012946,1424,eod,0.00561798,0.00107598,0.00454199,0.017488,1424,swa,0.00561798,0.00151424,0.00410374,0.02159174,1424,eþæ,0.00561798,0.00131575,0.00430223,0.02589397,1424,
durham.txt,and,0.01040312,0.00435306,0.00605006,0.00605006,769,nge,0.00650195,0.00261479,0.00388716,0.00993722,769,wun,0.00520156,0.00064166,0.0045599,0.01449712,769,eor,0.00520156,0.00432457,0.00087699,0.01537412,769,dðe,0.00520156,3.537e-05,0.00516619,0.0205403,769,
elene.txt,ond,0.00498271,0.00331933,0.00166338,0.00166338,46561,ear,0.00384442,0.00363574,0.00020868,0.00187205,46561,eor,0.00332897,0.00432457,0.0009956,0.00286766,46561,eon,0.00330749,0.00307662,0.00023087,0.00309852,46561,nde,0.00289942,0.00284177,5.765e-05,0.00315617,46561,
exodus.txt,and,0.00401885,0.00435306,0.00033421,0.00033421,20155,eor,0.00387001,0.00432457,0.00045456,0.00078877,20155,eal,0.00302654,0.00406614,0.00103959,0.00182836,20155,ode,0.00302654,0.00226006,0.00076649,0.00259485,20155,ges,0.00302654,0.0024615,0.00056505,0.0031599,20155,
fragments of psalms psalm 101.txt,min,0.01796407,0.00111529,0.01684878,0.01684878,167,one,0.01197605,0.00114477,0.01083128,0.02768006,167,nge,0.01197605,0.00261479,0.00936126,0.03704133,167,ebe,0.01197605,0.00105928,0.01091677,0.0479581,167,geh,0.01197605,0.00138256,0.01059348,0.05855158,167,
fragments of psalms psalm 102.txt,qui,0.00831354,2.457e-05,0.00828897,0.00828897,842,eal,0.00712589,0.00406614,0.00305976,0.01134873,842,min,0.00593824,0.00111529,0.00482295,0.01617168,842,nes,0.00593824,0.00231705,0.00362119,0.01979288,842,emi,0.00593824,0.00095119,0.00498705,0.02477993,842,
fragments of psalms psalm 118.txt,and,0.00769231,0.00435306,0.00333924,0.00333924,390,for,0.00769231,0.00237109,0.00532121,0.00866046,390,atu,0.00512821,0.0001356,0.0049926,0.01365306,390,tua,0.00512821,3.832e-05,0.00508988,0.01874294,390,ele,0.00512821,0.00093154,0.00419667,0.02293961,390,
fragments of psalms psalm 121.txt,inu,0.02068966,0.00039895,0.02029071,0.02029071,145,num,0.0137931,0.00133933,0.01245377,0.03274448,145,sta,0.0137931,0.001075,0.0127181,0.04546258,145,tan,0.0137931,0.0018051,0.01198801,0.05745059,145,and,0.0137931,0.00435306,0.00944004,0.06689063,145,
fragments of psalms psalm 139.txt,eme,0.01538462,0.00108679,0.01429782,0.01429782,130,omi,0.01538462,0.00011497,0.01526965,0.02956747,130,min,0.01538462,0.00111529,0.01426933,0.0438368,130,ine,0.01538462,0.00140025,0.01398436,0.05782116,130,ram,0.01538462,0.00036161,0.01502301,0.07284417,130,
fragments of psalms psalm 140.txt,min,0.01675978,0.00111529,0.01564449,0.01564449,179,ine,0.01117318,0.00140025,0.00977293,0.02541742,179,inc,0.01117318,0.00037733,0.01079585,0.03621327,179,cen,0.01117318,0.00059744,0.01057574,0.04678902,179,reg,0.01117318,0.00061218,0.010561,0.05735002,179,
fragments of psalms psalm 19.txt,dri,0.01149425,0.00100523,0.01048902,0.01048902,174,rih,0.01149425,0.0010583,0.01043596,0.02092498,174,iht,0.01149425,0.00216769,0.00932656,0.03025154,174,hte,0.01149425,0.00219324,0.00930102,0.03955256,174,ten,0.01149425,0.00146805,0.0100262,0.04957876,174,
fragments of psalms psalm 24.txt,min,0.00854701,0.00111529,0.00743172,0.00743172,819,tua,0.00610501,3.832e-05,0.00606668,0.0134984,819,ine,0.00610501,0.00140025,0.00470475,0.01820316,819,emi,0.00610501,0.00095119,0.00515382,0.02335698,819,eme,0.00610501,0.00108679,0.00501821,0.02837519,819,
fragments of psalms psalm 27.txt,uum,0.00796813,1.572e-05,0.00795241,0.00795241,251,edi,0.00796813,0.00010711,0.00786102,0.01581343,251,eos,0.00796813,0.00041762,0.00755051,0.02336393,251,ete,0.00796813,0.00051097,0.00745716,0.03082109,251,num,0.00796813,0.00133933,0.0066288,0.03744989,251,
fragments of psalms psalm 32.txt,iat,0.01324503,1.277e-05,0.01323226,0.01323226,151,per,0.01324503,5.011e-05,0.01319492,0.02642718,151,ewe,0.01324503,0.0012843,0.01196073,0.03838791,151,iht,0.01324503,0.00216769,0.01107734,0.04946525,151,fia,0.00662252,8.352e-05,0.00653899,0.05600425,151,
fragments of psalms psalm 34.txt,ame,0.00773694,0.00057975,0.00715719,0.00715719,517,and,0.00773694,0.00435306,0.00338388,0.01054107,517,min,0.00580271,0.00111529,0.00468742,0.01522849,517,don,0.00580271,0.00183359,0.00396911,0.0191976,517,feo,0.00580271,0.00100916,0.00479354,0.02399115,517,
fragments of psalms psalm 40.txt,ene,0.01507538,0.00169701,0.01337837,0.01337837,199,min,0.01005025,0.00111529,0.00893496,0.02231333,199,ine,0.01005025,0.00140025,0.00865,0.03096333,199,emi,0.01005025,0.00095119,0.00909906,0.04006239,199,ere,0.01005025,0.0013865,0.00866376,0.04872615,199,
fragments of psalms psalm 43.txt,uma,0.01657459,0.00069472,0.01587986,0.01587986,181,ndu,0.01657459,0.00059548,0.01597911,0.03185897,181,edo,0.01104972,0.00053259,0.01051714,0.04237611,181,uan,0.01104972,9.138e-05,0.01095834,0.05333445,181,ano,0.01104972,0.00090795,0.01014177,0.06347622,181,
fragments of psalms psalm 5.txt,min,0.01098901,0.00111529,0.00987372,0.00987372,637,and,0.00784929,0.00435306,0.00349623,0.01336995,637,oni,0.00784929,0.00030953,0.00753976,0.02090972,637,ine,0.00627943,0.00140025,0.00487918,0.0257889,637,rih,0.00627943,0.0010583,0.00522114,0.03101004,637,
fragments of psalms psalm 50.txt,iht,0.00662252,0.00216769,0.00445483,0.00445483,906,nea,0.00662252,0.00118211,0.00544041,0.00989524,906,rih,0.00551876,0.0010583,0.00446047,0.01435571,906,min,0.00551876,0.00111529,0.00440348,0.01875918,906,eme,0.00441501,0.00108679,0.00332822,0.0220874,906,
