name,ngram,textfreq,corpfreq,diff,diffsum,length, ngram,etc
a mother's fears.txt,scea,0.00611451,0.00115852,0.00495598,0.00495598,3598,ceal,0.00416898,0.00059744,0.00357154,0.00852753,3598,weor,0.00277932,0.00110448,0.00167484,0.01020237,3598,eorþ,0.00277932,0.00029381,0.00248551,0.01268788,3598,umsc,0.00277932,0.00011693,0.00266239,0.01535027,3598,
a prayer.txt,ihte,0.00428571,0.00093448,0.00335123,0.00335123,2800,drih,0.00392857,0.00082836,0.00310021,0.00645144,2800,riht,0.00392857,0.00105142,0.00287715,0.0093286,2800,hten,0.00321429,0.00085587,0.00235841,0.01168701,2800,heof,0.00285714,0.00059253,0.00226462,0.01395162,2800,
a proverb from winfrid's time.txt,oftd,0.01515152,6.88e-06,0.01514464,0.01514464,66,ftda,0.01515152,1.97e-06,0.01514955,0.03029419,66,tdae,0.01515152,9.8e-07,0.01515053,0.04544472,66,daed,0.01515152,9.8e-07,0.01515053,0.06059525,66,aedl,0.01515152,9.8e-07,0.01515053,0.07574578,66,
a summons to prayer.txt,andþ,0.0040282,0.00039502,0.00363318,0.00363318,993,mund,0.00302115,0.00014248,0.00287867,0.00651185,993,cyni,0.00302115,0.00048837,0.00253278,0.00904462,993,ynin,0.00302115,0.00051883,0.00250232,0.01154694,993,ning,0.00302115,0.00057681,0.00244434,0.01399128,993,
aldhelm.txt,scea,0.00525394,0.00115852,0.00409542,0.00409542,571,ceal,0.00525394,0.00059744,0.0046565,0.00875192,571,þæth,0.00525394,0.00094628,0.00430766,0.01305958,571,uset,0.00350263,1.474e-05,0.00348789,0.01654747,571,eorn,0.00350263,0.00043924,0.00306339,0.01961086,571,
alms-giving.txt,eþeh,0.00630915,0.00012185,0.0061873,0.0061873,317,þæth,0.00630915,0.00094628,0.00536287,0.01155017,317,swah,0.00630915,0.00034196,0.00596719,0.01751737,317,wahe,0.00630915,0.00012283,0.00618632,0.02370369,317,ahem,0.00630915,1.081e-05,0.00629834,0.03000202,317,
an exhortation to christian living.txt,eþæt,0.00312717,0.00079986,0.00232731,0.00232731,2878,ceal,0.00277971,0.00059744,0.00218227,0.00450958,2878,swið,0.00277971,0.00029184,0.00248787,0.00699744,2878,scea,0.00243224,0.00115852,0.00127372,0.00827116,2878,lice,0.00243224,0.00065935,0.0017729,0.01004406,2878,
andreas.txt,word,0.00138458,0.00069079,0.00069379,0.00069379,60668,eond,0.00131865,0.0011202,0.00019845,0.00089224,60668,ofer,0.00123624,0.00086963,0.00036661,0.00125885,60668,weor,0.00120327,0.00110448,9.879e-05,0.00135764,60668,eard,0.00097251,0.00100622,3.371e-05,0.00139135,60668,
azarias.txt,eond,0.0029274,0.0011202,0.0018072,0.0018072,6832,ryht,0.00278103,0.00055224,0.00222879,0.00403599,6832,dryh,0.00263466,0.00050114,0.00213352,0.00616951,6832,yhte,0.00263466,0.00031248,0.00232218,0.00849169,6832,ende,0.00248829,0.00117523,0.00131306,0.00980475,6832,
bede's death song west saxon version.txt,heon,0.01226994,0.00020046,0.01206948,0.01206948,163,forþ,0.00613497,0.00030363,0.00583134,0.01790082,163,orþa,0.00613497,0.00027121,0.00586376,0.02376458,163,rþam,0.00613497,5.208e-05,0.00608289,0.02984747,163,þamn,0.00613497,1.277e-05,0.0061222,0.03596966,163,
beowulf.txt,eald,0.00154662,0.00124303,0.00030359,0.00030359,111210,þæth,0.00127686,0.00094628,0.00033059,0.00063418,111210,ende,0.0012409,0.00117523,6.567e-05,0.00069985,111210,eard,0.00121392,0.00100622,0.0002077,0.00090755,111210,unde,0.00118694,0.00067605,0.00051089,0.00141844,111210,
caedmon's hymn west saxon version.txt,eard,0.00996678,0.00100622,0.00896056,0.00896056,301,heof,0.00664452,0.00059253,0.00605199,0.01501255,301,eofo,0.00664452,0.00052473,0.00611979,0.02113234,301,ofon,0.00664452,0.00047952,0.00616499,0.02729734,301,eswe,0.00664452,0.00035866,0.00628586,0.03358319,301,
christ a b c.txt,eond,0.00186139,0.0011202,0.00074119,0.00074119,60170,ende,0.00159548,0.00117523,0.00042025,0.00116144,60170,onne,0.00156224,0.00112413,0.00043811,0.00159955,60170,weor,0.00154562,0.00110448,0.00044114,0.00204069,60170,þurh,0.00132957,0.00063576,0.0006938,0.00273449,60170,
christ and satan.txt,ihte,0.00198201,0.00093448,0.00104753,0.00104753,26236,riht,0.00190578,0.00105142,0.00085436,0.00190189,26236,drih,0.00182955,0.00082836,0.00100119,0.00290307,26236,hten,0.00156274,0.00085587,0.00070686,0.00360994,26236,ende,0.00144839,0.00117523,0.00027316,0.0038831,26236,
daniel.txt,wear,0.00195851,0.00081559,0.00114292,0.00114292,27572,þæth,0.00155955,0.00094628,0.00061328,0.0017562,27572,riht,0.00152328,0.00105142,0.00047187,0.00222807,27572,odes,0.00134194,0.00062495,0.00071699,0.00294505,27572,eand,0.00134194,0.00101899,0.00032295,0.00326801,27572,
deor.txt,ofer,0.00491573,0.00086963,0.0040461,0.0040461,1424,eode,0.00491573,0.00042253,0.0044932,0.0085393,1424,þæso,0.00421348,3.439e-05,0.00417909,0.01271839,1424,æsof,0.00421348,3.243e-05,0.00418106,0.01689945,1424,sofe,0.00421348,6.78e-05,0.00414568,0.02104513,1424,
